UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,VADER Score
42254,87206,California,2020-04-11,"Today at 3:15 pm Pacific, I discuss #Coronavirus auto insurance discounts on @mfinney Michael Finney Consumer Talk show on @kgo810 am SF Bay Area radio. @consumercal #COVID19WindfallProfits  #GiveMeACOVIDBreak

Podcast available after 5:30 pm https://t.co/aVbAuTt7Jg https://t.co/buRCSSKiAW",Neutral,0.0
42258,87210,North Carolina and Michigan,2020-04-11,"@GOP @SeemaCMS @Surgeon_General It plays 0 role in #coronavirus cure. It plays a significant role in treatment and risk mitigation. 
It is the one thing that I can say is a good thing coming from this. Now we just need to get the prices for telehealth v",Extremely Positive,0.6808
42261,87213,California,2020-04-11,"Times are tough... ErÃÂbody needs a side hustle. ???? via @tiktok_us

#ThatGoodGood #TP #ToiletPaper #BadBunny #EasterBunny #Easter #Easter2020 #ThingsAmazonWontDeliver #happyeaster #covid #covid19 #coronavirus #rona #quarantine ?#AloneTogether https://t.co/0uKuRkIsuN",Negative,0.0
42272,87224,New York,2020-04-11,"Many of your favorite independent shops and stores in Chicago are delivering on demand during COVID-19.
#ShabironRooftop #NewYork #NY #RealEstate #Realtor 
#Broker #ForSale #NewHome #HouseHunting #MillionDollarListing #HomeSale #HomesForSale
 https://t.co/3tqux93rjg",Positive,0.3612
42280,87232,New York/Brazil,2020-04-11,"Asparagus grocery store +/-$/lb plummeted since #coronavirus spread across US. Early Jan = +/-$3. Early April, -30% to +/-$2. The dollar difference will have a minimal impact. But throughout the rest of the #supplychain, itÃÂs got big implications. https://t.co/aJR8hwZEN2",Neutral,0.0
42282,87234,"St Augustine, Florida",2020-04-11,"The #coronavirus has radically altered the way people in the U.S spend their money. Customers of many businesses have simply stopped spending entirely. This is the sharpest decline in consumer spending that we have ever seen,ÃÂ one economist said
#COVID19

https://t.co/V2KW4EYxbu",Negative,-0.2263
42286,87238,"South Carolina, USA",2020-04-11,"@OFRACosmetics has a wellness set available that includes; hand sanitizer, wipes, disinfectant spray, and hand cream. https://t.co/az4wcIeehZ . Available on their site

I DO have an affiliate code ÃÂAPRILÃÂ that will give you extra 20% off. #SaturdayT",Extremely Positive,0.8519
42292,87244,"Austin, TX",2020-04-11,Consumer prices dip as #coronavirus puts chill on spending -  https://t.co/Xj0Gc85HFi,Neutral,0.0
42299,87251,New York,2020-04-11,"Stanley Chera, titan of NYC retail, dies of coronavirus https://t.co/zwuWBKjT7B

Stanley I. Chera, who parlayed his fatherÃÂs Brooklyn department store business into one of New York real estateÃÂs biggest retail empires, reaped huge rewards from the cityÃÂs emergence as a global sÃÂ https://t.co/jL02o1tHc6",Extremely Positive,0.6597
42303,87255,"Boston, MA",2020-04-11,#foodwaste and food insecurity rising amid #coronavirus panic https://t.co/QOLACYdt4l by @NatGeoScience,Extremely Negative,-0.7269
42310,87262,Los Angeles,2020-04-11,I picked up a job at a local grocery store after #COVID?19 started and IÃÂm realizing people really donÃÂt understand #SocialDistancing and now IÃÂm finding out that this company is not giving hazardous pay to new hires! #coronavirus #pandemic #StayHome,Negative,-0.2575
42312,87264,Texas,2020-04-11,Video Shows How Easily One Cough Can Spread Coronavirus At Supermarket | #Coronavirus Updates &amp; News | iHeartRadio https://t.co/pHqc2aBOJE #TrumpVirus #COVID19,Positive,0.34
42316,87268,"Cleveland, Ohio EEUU",2020-04-11,Times are tough Can t find or online anywhere Got fresh though to make pickled ginger And how long will it last,Positive,0.2023
42317,87269,"Charlotte, NC",2020-04-11,Elderly folks using a computer are extremely vulnerable to scams right now. Please share this link with older folks you know and recommend they subscribe to the FTC blog at https://t.co/rgTHyb4pOA,Negative,-0.0661
42321,87273,San Antonio,2020-04-11,"""We saw the picture. We understand...What can we be doing to help?""

The Bexar County delegation is working to secure aid that will relieve pressure on the @safoodbank as they face unprecedented demand due to COVID-19. #txlege

https://t.co/YClwQKoZ72 https://t.co/6jpKyQ1MQq",Positive,0.296
42330,87282,New York City,2020-04-11,"ÃÂMy son kept asking, ÃÂIs Daddy going to die? Is he going to die today?ÃÂÃÂ one parent who survived Covid-19 in Utah said. ÃÂIt was good to be able to tell him no.ÃÂ
https://t.co/YG1t2JtACh",Negative,-0.4515
42331,87283,New York City,2020-04-11,"The coronavirus outbreak has transformed life in America ÃÂ including the way people spend their money.

These charts show how, in a matter of weeks, pillars of American industry essentially ground to a halt while others boomed. https://t.co/TQmIJ2D3z4",Neutral,0.0258
42332,87284,New York,2020-04-11,"ItÃÂs become so difficult to get face masks, hand sanitizer, etc, people are now breaking into pharmacies
#COVID19 #coronavirus https://t.co/32kmsI8shd",Neutral,-0.0107
42336,87288,D.C.,2020-04-11,White House rejects bailout for U.S. Postal Service battered by coronavirus https://t.co/3OYrP3a36Q,Negative,-0.5574
42340,87292,D.C.,2020-04-11,"Pneumonia deaths suddenly drop when #coronavirus shows up... #FlattenTheCurve is a statistical lie. #StayHomeSaveLifes is not necessary #StayAtHome is one thing, no #masks, no absurd #sanitizer or medically unnecessary #testing. My antibodies, my business! https://t.co/6Ewb6cfXpt",Extremely Negative,-0.6996
42355,87307,"Texas, USA",2020-04-11,@jeremyphoward @weswinham Have you seen this study about virus being able to stay in air for long time? Very eye opening ...  https://t.co/MzbZVoq9wN,Neutral,0.0
42368,87320,New York,2020-04-11,"""Once the crisis is over, many observers hold that normal consumer behavior will promptly reassert itself, with pent-up demand producing a burst in spending.""

Will #Coronavirus reduce your spending habits? 

University of Michigan Survey of Consumers
https://t.co/HZATG0Gcq2",Extremely Negative,-0.6808
42372,87324,New York,2020-04-11,"Help Broome County #CrushCOVID! Please people stay home as much as possible. New #SocialDistancing guidelines ask that you only go out to parks and the grocery store on days that correspond to your even or odd birth year. 

DETAILS: https://t.co/DeE0COjFgm",Positive,0.4574
42375,87327,"Washington, D.C",2020-04-11,"New Economic Update: As #MENA economies face dual shocks due to #coronavirus and collapse of oil prices, transparency about critical economic issues like public debt &amp; employment will be key to economic recovery &amp; enhancing trust in governments. Read more https://t.co/dA8qkk3g9N https://t.co/Oae7Jx1qE8",Negative,-0.5859
42378,87330,"Boston, MA",2020-04-11,Online grocery shopping gets tougher by the day -- The problem for many delivery services is ramping up staff to pick up goods in shops and deliver. https://t.co/OgLn9rJtMQ,Negative,-0.25
42384,87336,Seattle,2020-04-11,"Made the kids Covid19 theme Easter baskets complete with N95 face mask, gloves, hand sanitizer and $40 woth of toilet paper #COVID #coronavirus #EasterWeekend #savethesummer https://t.co/MOmBfoDtw1",Positive,0.4939
42391,87343,New York,2020-04-11,"Effect of COVID-19 on consumer behavior, the worldÃÂs more video content savvy, and Apple shakes up AR https://t.co/dpVoQQYPAp https://t.co/h4mEElOgbX",Neutral,0.0
42394,87346,Los Angeles,2020-04-11,"This is how we have to dress to be allowed into the supermarket #covid #protectyourself #socialdistancing #goesinthehistorybooks #creatingmemories @ Beverly Hills, California https://t.co/sivgZiAtjL",Neutral,0.0
42395,87347,"Massachusetts, USA",2020-04-11,@HomeDepot doing a horrible job stopping the spread #SocialDistancing . Absolute chaos with curbside and online pickup and never mind the scores of people just walking around shopping. No wonder this disease keeps spreading; people are dumb.,Extremely Negative,-0.9231
42404,87356,florida,2020-04-11,"@tedcruz Wait, how is it a ÃÂnanny stateÃÂ if the product is still available to the consumer in an alternative method (online)?  This is being done to stop families from spending a day in a store, whereby causing large gatherings that increase spreading o",Neutral,0.0258
42420,87372,"Delaware, USA",2020-04-11,Hey @Richzeoli if the #coronavirus comes back in fall and the @DNC says the @GOP are killing people if we hold the election and we need mail in. Why couldnÃÂt we have high risk voters time slots just like the supermarket? #ZeoliArmy #Election2020 #ElectionFraud,Extremely Negative,-0.6124
42428,87380,florida,2020-04-11,@CaulfieldTim @charlesadler for those interested in science research including the above Cochrane does intnl research including alternative medicines (not necessarily specific to COVID-19)  all peer-reviewed https://t.co/9F31cseElz - searchable database -,Positive,0.4019
42431,87383,"San Diego, CA USA ??",2020-04-11,"#Video Shows How Easily One #Cough Can Spread #Coronavirus At #Supermarket | Yeah, thatÃÂs why I am staying home as recommended. Be smart, #StayAtHome #COVID19  https://t.co/VTUAePJ0uV",Extremely Positive,0.7964
42435,87387,New York,2020-04-11,"I am in the early morning Supermarket line-up. And it doesn't open for another 20 minutes. #rome #italy #coronavirus #supermarket #lineup @ Rome, Italy https://t.co/DC8b2SOoxq",Neutral,0.0
42438,87390,houston,2020-04-11,?Fellas.... They using the grocery store run to go see they side nigga #Staywoke #coronavirus #COVID?19 #StayHome #SocialDistancing #lockdown #coronabae ?????,Neutral,0.0
42450,87402,"San Diego, CA",2020-04-12,New Aerodynamics study tracking the spread of shows the virus is airborne and aerosol particles from a cough lingers in the air and can infect people with up to 30 feet away or two aisles way in supermarket,Neutral,0.0
42451,87403,"Michigan, USA",2020-04-12,Good to hear @IlhanMN bring up fact that #SNAP cannot be used for online shopping. As a #disabled person I cannot fathom how much I've had to spend not being able to use #BridgeCard on food purchases during #Covid_19 #pandemic,Positive,0.4404
42458,87410,"California, USA",2020-04-12,Have you experienced price gouging in your area If you have submit a complaint to the office of at or call   800 952 5225 Price gouging is illegal and Californians are protected,Negative,-0.4404
42466,87418,"California, Usa",2020-04-12,"UK as a developing country : stolen apart by capitalist war cliques

shocking scenes as British supermarket shelves were stripped bare of toilet paper, even flour, sanitizer

It took weeks to restock

Brexit could be deadlier than Covid-19 for the UK
 https://t.co/KnXAFupzzb",Extremely Negative,-0.8689
42469,87421,"Arizona, USA",2020-04-12,"@BortyMcBortface @JYSexton Lawsuits will help. 

""In a lawsuit filed by nonprofit group, Washington League for Increased Transparency and Ethics (WASHLITE), Fox News has been accused of violating Washington StateÃÂs Consumer Protection Act""

https",Negative,-0.5267
42472,87424,New York City,2020-04-12,Waiting to go inside the grocery store. #SocialDistancing #EastHarlem https://t.co/Yf9GMnTWbV,Neutral,0.0
42477,87429,"Orange County, California  ",2020-04-12,showing the world exactly how I felt when someone came too close when I had to go to the Supermarket earlier,Neutral,0.0
42508,87460,"Chicago, Illinois",2020-04-12,You might be vulnerable to scammers while online shopping. Here's what to look out for: https://t.co/GTSjSF63Uf,Negative,-0.2263
42514,87466,"San Diego, CA",2020-04-12,will produce over 100 000 gallons of hand sanitizer over the coming months to help responders battling the pandemic,Positive,0.5859
42523,87475,Philadelphia,2020-04-12,"These local distilleries and breweries are filling the void, offering wine and liquor delivery and pickup orders. https://t.co/xnWxLybbwf",Neutral,0.0
42530,87482,Connecticut,2020-04-12,  Talk about it People who know about scams are less likely to fall for them talk to your friends Read more in the s warning,Negative,-0.5209
42531,87483,"D.C., Missouri, & Sacramento",2020-04-12,Over 100 biofuel plants across the country are fully idling or cutting production rates as gas prices fall because people are staying at home due to the COVID-19 outbreak and major oil producers feud over output. https://t.co/StsWFpcJWY,Negative,-0.4877
42556,87508,"Nevada, USA",2020-04-12,Beware of scammers trying to sell fake vaccines and other bogus cures for the new The FTC has received more than 8 000 consumer complaints related to COVID 19,Extremely Negative,-0.7003
42557,87509,California,2020-04-12,Easter baskets be looking a little different this year ? A friend of my momÃÂs sent us this photo. #Easter #Easter2020 #coronavirus #COVID19 #EasterBunny #EasterSunday #toiletpaper #funny https://t.co/Wj52FJpbOt,Positive,0.4939
42571,87523,California,2020-04-12,I hope our leaders are only doing business with suppliers who have been properly vetted It would be infuriating to see the govt process reward foreign or domestic bad actors at high prices if other suppliers are available if possible,Negative,-0.0772
42576,87528,Dallas,2020-04-12,One of the most relaxing things I did before COVID 19 was go to the NorthPark Mall in Dallas and listen to its pianist Thanks to Facebook Live I can still hear him,Extremely Positive,0.7501
42577,87529,"Iowa, USA",2020-04-12,arrests man for business email scam peddling masks sanitizer,Extremely Negative,-0.765
42582,87534,"New York, New York",2020-04-12,If you're in the #NYC area and if you can't go to your local supermarket because of the #SocialDistancing during the DAMN #CoronavirusPandemic you MUST find a mini store (bodaga) to buy your food in mini porportions or order your groceries online and have it all delivered to you.,Negative,-0.5319
42584,87536,D.C.,2020-04-12,"Shame on them. 4 government officials in #Uganda are facing 5 years in prison for awarding contracts to suppliers offering inflated prices to carry out the nationÃÂs emergency relief food plan in response to #COVID19. https://t.co/jsaZKiO4jp
@CIPEAfrica 
@tiuganda 
@bkschmi",Negative,-0.4588
42585,87537,Dallas,2020-04-12,"Great insights on consumer behaviors. To better understand the consumer perspective, @BlueYonder_AI surveyed over 1,000 U.S. consumers to uncover how #COVID19 has impacted spending habits, brand loyalty, and direct-to-consumer services. https://t.co/Qfy2yAnlGv",Extremely Positive,0.8885
42600,87552,Texas,2020-04-12,"#GOODNEWS ?? Supermarket soldiers are ensuring shelves are stocked across America. @WildBillonTV highlights workers in hard-hit New Orleans.

#COVID19 #coronavirus #Easter #Easter2020 https://t.co/aLKXa4ic8h",Positive,0.3527
42610,87562,"California, USA",2020-04-12,I'm doing my shopping online to stay safe during #COVID-19 &amp; getting cash back by going through Rakuten to get to my favorite stores. No brainer! Join for free and get $10 when you spend $25.  https://t.co/P7z1rLa7Eu,Extremely Positive,0.8588
42611,87563,New York,2020-04-12,"Just saw this on Amazon: Purell Instant Hand Sanitizer with Aloe, 8 Fl Oz (Packaging May Vary) by Purell https://t.co/EZ3XkJX5Eh via @amazon

#COVID2019 #Covid_19 #COVID?19 #COVID19 #COVID__19 #coronavirus #facemask #corona https://t.co/nyoXpuLIWL",Positive,0.5994
42612,87564,New York,2020-04-12,"Hand Sanitizer Gel Alcohol Based (8 Pack x 8 Fl Oz / 220ml) Infused with Alovera Gel, Jojoba Oil &amp; Vitamin E -
 https://t.co/A7Y2QwphoE via @amazon

#COVID2019 #Covid_19 #COVID?19 #COVID19 #COVID__19 #coronavirus #facemask #corona  #StayHome #StaySafe #StayHomeStaySafe https://t.co/BBtwqftDRT",Extremely Positive,0.8402
42613,87565,New York,2020-04-12,"Hand Sanitizer Gel Alcohol Based (4 Pack x 8 Fl Oz / 220ml) Infused with Alovera Gel, Jojoba Oil, Vitamin E for $29.95 https://t.co/ji5c9U8Rta via @amazon

#COVID2019 #Covid_19 #COVID?19 #COVID19 #COVID__19 #coronavirus #facemask #corona  #StayHome #StaySafe #StayHomeStaySafe https://t.co/5aVIj7KajG",Extremely Positive,0.6597
42614,87566,New York,2020-04-12,"Hand Sanitizer Gel Alcohol Based (4 Pack x 8 Fl Oz / 220ml) Infused with Alovera Gel, Jojoba Oil, Vitamin E - Unscented Fragrance Free Sanitize  for $29.95 https://t.co/L74vqqFsJl via @amazon

#COVID2019 #Covid_19 #COVID?19 #COVID19 #COVID__19 #coronavirus #facemask #corona https://t.co/7M7K7TPzvL",Extremely Positive,0.8271
42615,87567,New York,2020-04-12,"Travel Size Hand wash Gel,60ml Free Foaming Sanitizer No Rinse Foam Hand Soap Gel,Kid Friendly, 5 Pack https://t.co/uIu9FERgTW via @amazon

#COVID2019 #Covid_19 #COVID?19 #COVID19 #COVID__19 #coronavirus #facemask #corona https://t.co/FnCBqVcP6S",Extremely Positive,0.8934
42616,87568,New York,2020-04-12,"Artnaturals Alcohol Based Hand Sanitizer Gel (1 Pack 8 Fl Oz / 236ml) Infused with Jojoba Oil, Alovera Gel &amp; Vitamin E
 https://t.co/d7Zqn48Lxc via @amazon

#COVID2019 #Covid_19 #COVID?19 #COVID19 #COVID__19 #coronavirus #facemask #corona  #StayHome #StaySafe #StayHomeStaySafe https://t.co/CexsEtQQvl",Extremely Positive,0.6597
42626,87578,"New Jersey, USA",2020-04-12,Our latest insights are up on our website While General Merchandise amp Grocery sales continued to accelerate as consumers stockpiled supplies travel apparel and department stores got hit hard See our full report,Negative,-0.1027
42636,87588,New York and the World,2020-04-12,"Smithfield Foods said it will idle its Sioux Falls, South Dakota, pork-processing plant indefinitely, the latest disruption in the U.S. food supply chain https://t.co/c90QWEriXV",Negative,-0.3612
42641,87593,Texas,2020-04-12,"When they restock the #toiletpaper I be like...

#coronavirus #tp #restock #covid @ Texas https://t.co/tlNWtdpIfG",Positive,0.0
42648,87600,"Doha-Washington, DC",2020-04-12,WEBINAR. The GCCÃÂs double dilemma: Tackling COVID-19 and falling oil prices. April 14. Follow the link for more info: https://t.co/NR0DOnyDXZ https://t.co/FvKzYjQV9h,Negative,-0.3182
42649,87601,D.C.,2020-04-12,"The COVID-19 epidemic is now presenting policymakers an opportunity to consider a new approach to #UBIÃÂa one-off cash transfer to stimulate consumer demand, writes @Ugentilini. https://t.co/CXjoaXra9i",Positive,0.4939
42650,87602,Texas,2020-04-12,"When you just want to go to the grocery store...?
 #StayHome #Covid_19 #mood #tiktok https://t.co/7mrxqZO7Qg",Positive,0.0772
42660,87612,"Louisiana, USA",2020-04-12,We would like to thank @BartlettsRUM for their generous donation of hand sanitizer to help the fight towards COVID-19 #COVID19 #CajunNavy #CajunNavyRelief #coronavirus #handsanitizer #Covid_19 https://t.co/LgkW9E0dte,Extremely Positive,0.891
42662,87614,California ,2020-04-12,"Food prices are going to skyrocket, just as unemployment explodes. Great combo to bring more misery to tens of millions of Americans

#coronavirus #economy #pork #meat https://t.co/JPAEeLaziU",Negative,-0.4201
42668,87620,"chicago, illinois",2020-04-12,"I just opened my living room curtains and some guy and his girlfriend at the grocery store across the street saw me, got so excited and started waving enthusiastically. So cute. #socialdistancing",Extremely Positive,0.8753
42680,87632,"Maryland, USA",2020-04-12,Me the grocery store grabbed something off a shelf amp turned around only to see a middle aged guy casually pushing his trolley some 2ft away from me Cue inner panic and me hurrying away What happened to yo,Negative,-0.3818
42683,87635,"Saline, Michigan",2020-04-12,"@_upgradefm @imyke @jsnell

Love the ÃÂHow will COVID-19 change the future of consumer technology?ÃÂ segment. (And the unintended literary allusions!) Please continue both.",Extremely Positive,0.7777
42685,87637,"Wading River, New York",2020-04-12,Why Rationing Food Instead of Raising Prices Could Be Exposing More People to COVID-19 | Jon Miltimore https://t.co/e1Wyo99oTo https://t.co/7dKkArJUiF,Negative,-0.2732
42687,87639,"Columbus, OH",2020-04-12,"Running low on food? Here are some tips for the next time you stock up. #coronavirus #SpectrumNews1
https://t.co/axuQLUQXgG",Negative,-0.2732
42695,87647,"Delaware, USA",2020-04-12,"@UDelaware donated critical supplies, such as gloves, masks &amp; hand sanitizer, to @DelawareEMA. DEMA will then distribute the supplies to hospitals, police, fire departments &amp; other groups responding to the #coronavirus pandemic. Learn more here: h",Negative,-0.128
42697,87649,Texas,2020-04-12,Why does feel so bad right now via,Extremely Negative,-0.6696
42701,87653,"Texas, USA",2020-04-12,"@realDonaldTrump #ResurrectionSunday #coronavirus #COVID19 #EasterSunday U.S. Tariffs Hamper Imports of Sanitizer, Disinfectants https://t.co/uE5bfv3R2w",Neutral,0.0
42707,87659,"San Antonio,Texas",2020-04-12,"@briankoppelman Found these diagrams helpful 
https://t.co/2fSNiwJXt7",Positive,0.4215
42711,87663,New York,2020-04-12,"Quarantine shopping: wow, bread making machines are the second fastest growing category, just after disposable gloves.  https://t.co/krYSJAGbCy",Extremely Positive,0.6705
42716,87668,"Texas, USA",2020-04-12,Never thought I'd see toilet paper again lol #COVID__19  #coronavirus  #toiletpaper #fuckcoronavirus https://t.co/OgowCp9rF7,Positive,0.4215
42727,87679,"Minneapolis, Minnesota, USA",2020-04-12,"Inside ICE lockdown: Face masks made of socks, no hand sanitizer and growing tensions https://t.co/62U6Q58OA5 via @reveal

#COVID19 #Coronavirus #covid_19",Neutral,0.0
42730,87682,Pennsylvania,2020-04-12,Not a good time to buy ice cream at the supermarket with all of the delays due to covid 19!,Negative,-0.4015
42735,87687,Denver region,2020-04-12,"During public health crises like this one, itÃÂs important to look after all aspects of your health and safety. Learn how to spot scammers using #COVID19 to get your personal info. https://t.co/lghpRs4EY1
#InThisTogether https://t.co/CZ0WXuOiLu",Extremely Positive,0.7269
42736,87688,California,2020-04-12,Gas prices is looking lovely. I just might fill up my tank again and take a 5 min drive and go back home. ##coronavirus #BlackTwitter,Positive,0.5859
42745,87697,"New York, U.S.A",2020-04-12,"""The Mask and Coronavirus""; Holbrook, N. Y. - April 10, 2020. New normal for supermarket shoppers. https://t.co/jlyqp6qKrl. #Mask #Coronavirus #COVID19  #Supermarket https://t.co/Af4j9Sb1rT",Neutral,0.0
42746,87698,"New York, U.S.A",2020-04-12,"""Pandemic""; Holbrook, N. Y. - April 10, 2020. Depleted stock of french fries. Coronavirus pandemic. https://t.co/vG38RGdFCJ.  #Pandemic #FrenchFries #Coronavirus  #Supermarket https://t.co/hnCzc3hJY6",Neutral,0.0
42747,87699,"New York, U.S.A",2020-04-12,"""Rationing Chickens""; Holbrook, N. Y. - April 10, 2020. Panic buying continues. https://t.co/nkKxddHb2i. #Rationing #Chickens  #Coronavirus #Supermarket https://t.co/RyfYenrYeT",Negative,-0.5106
42748,87700,"Missouri, USA",2020-04-12,"@realDonaldTrump So.

In addition to killing Americans with your slow, incompetent response to the covid 19 and destroying our economy, now you're bragging about our gasoline prices going back up.

Wow.

What a great president you are.

Ha",Negative,-0.2023
42751,87703,D.C.,2020-04-12,The big Oil Deal with OPEC Plus is done. This will save hundreds of thousands of energy jobs in the United States. I would like to thank and congratulate President Putin of Russia and King Salman of Saudi Arabia. I just spoke to them from the Oval Office. Great deal for all!,Extremely Positive,0.9622
42753,87705,"Georgia, USA",2020-04-12,@62WalterP @GOP DonÃÂt get me started..with EVERYTHING going on with #coronavirus THIS..along with #OPEC cutting oil prices by 10%..pisses me OFF ?Unbelievable!!!!!!,Negative,-0.3956
42757,87709,"WFH in Portland, Maine",2020-04-12,@SarahEMyhre @hannah_hagemann @wudanyan A large part of empty shelves has just been shifting distribution as demand changes but these are other factors that have been of potential concern. HavenÃÂt heard much about this recently though: https://t.co/vHClc,Negative,-0.1655
42765,87717,California,2020-04-12,"#COVID19 Lockdown #India: Flipkart, Tata Consumer Products Launch Essential Commodities Distribution https://t.co/iyaqpajXMj #logistics https://t.co/QteJwxaiuq",Neutral,0.0
42766,87718,"Metro-Washington, DC",2020-04-12,How will the COVID-19 crisis change consumer dining behavior? via RB Online https://t.co/HKhnfSSwCl #restaurantnews #consumertrends https://t.co/EgBR5qC1oK,Extremely Negative,-0.6249
42767,87719,D.C.,2020-04-12,Register to join @RichCordray - who will talk about his new book Watchdog - and why itÃÂs crucial now for the @CFPB to go back to being a consumer watchdog - not a corporate lapdog. HeÃÂll offer tips for the #Covid_19 financial crisis. https://t.co/2cRl3DhU9z,Negative,-0.4404
42779,87731,"Kentucky, USA",2020-04-12,"Q: Why aren't grocery stores or retailers reportedly w/ full parking lots not punished for defying #socialdistancing rules?

A: Those are #essentialservices &amp; we are actively monitoring stores &amp; working w local health depts &amp; store managers on how to prevent. - @GovAndyBeshear",Positive,0.5967
42792,87744,"Miami, Florida 33131",2020-04-12,#HappyEaster  no #chocolates or #flowers  instead #homeessentials #appreciated #Clorox #bleach #toiletpaper #stayhome #socialdistancing #coronavirus #covid19 #evelynperezlarin #realtor #miami #fortuneinternationalrealty #canvasmiami #weareinthistogether ?? https://t.co/n8hxVSSUaI,Negative,-0.3736
42800,87752,"California, USA",2020-04-12,SRNA Will Hold COVID-19 Falken Dealer Resource Forums - Modern Tire Dealer https://t.co/LxO1YW2DrY #Consumer-tires #COVID-19 #Falken #Sumitomo-Rubber-North-America-Inc #truck-tires # via @MTDMagazine,Neutral,0.0
42821,87773,"Kansas City, MO Worldwide ",2020-04-12,Toilet roll cakes keep Finnish baker in business 19,Neutral,0.0
42826,87778,"Bay Area, California",2020-04-12,"There was toilet paper this morning at 9:30am in Safeway. A woman in front of me looked, sniffed and said, ÃÂI only use 2-ply.ÃÂ The Great Toilet Paper Rush of 2020 is finally over. #toiletpaper #hoarding #COVID19 #coronavirus",Extremely Positive,0.6249
42828,87780,Illinois,2020-04-12,Expecting a stimulus check? You might want to shield it from payday lenders https://t.co/XJZq6EawWi,Positive,0.0772
42836,87788,New York,2020-04-12,"New Immigrant Community Empowerment is doing tremendous work to help families most affected by Covid-19, but they are swamped. the demand for food and even burial cost assistance as sky rocketed. Help our fellow NYers today  https://t.co/Kr13iCnLyk",Positive,0.4945
42840,87792,D.C.,2020-04-12,A global view of how consumer behavior is changing amid COVID-19 https://t.co/b6CmPnlaDQ via @McKinsey,Neutral,0.0
42851,87803,New York,2020-04-12,"@HopkinsMedicine @Rosenchild @HopkinsBayview ?#CORONAVIRUS

?? #COVID19 is a NEW #VIRUS, and we're learning about it in Real Time, said @HopkinsBayview Expert Dr. Panagis Galiatsatos

?? Whatever you hear today, may be completely different by tomo",Neutral,0.0
42853,87805,Boston,2020-04-12,#COVID__19 #CoronavirusPandemic so today in the supermarket im dressed like this and this kid walks up to me and says paranoid much dont you think walking around like that is a stupid? To which I calmly replied no I think your stupid 6ft please. https://t.co/YW6M0uC2EK,Negative,-0.34
42854,87806,"Pacoima, Los Angeles",2020-04-12,"Filling up the Easter eggs with face masks, soap &amp; hand sanitizer! ?? #HappyEaster #coronavirus",Positive,0.593
42856,87808,California,2020-04-12,@AlArabiya_Eng Trump just said that at least we were getting low oil prices during the COVID-19 disaster. So what does he do?  Cuts US oil production 10% too!  ItÃÂs not just OPEC thatÃÂs a problem.,Extremely Negative,-0.8858
42878,87830,"I Grow Food, Maryland",2020-04-12,Donate to Her organization has been providing food and necessities to marginalized communities even prior to COVID 19 and demand has increased,Positive,0.1531
42895,87847,chicago,2020-04-12,#SocialDistancing my wife just got a ticket from the shopping cart police ???? at the grocery store https://t.co/23JhHY91RC,Neutral,0.0
42899,87851,New York,2020-04-12,@KizunaLight Yes-I kept my distance. I assume going to supermarket is how I caught it,Positive,0.0
42900,87852,New York,2020-04-12,"@DrSepah @travisk King shit is right. Owning the moon. Declining real estate asset values, restaurants declaring bankruptcy, surplus of restaurant workers w/o jobs, peak demand for food delivery. He can swoop in &amp; provide capital to the best chefs out",Extremely Positive,0.6486
42901,87853,California,2020-04-12,"One part of The Big Reset we now understand. Online Grocery Shopping is here to stay, possibly disrupting grocers as we become customers of delivery companies. https://t.co/vlq0a697Z5 https://t.co/H1NTwJnCPC",Neutral,0.0
42908,87860,"Boston, MA",2020-04-12,"NEW ALERT!!
REDUCED PRICES DUE TO #coronavirus #onlineclasses  #QuarantineCats #TotalLockdown 

Hire me: For your assignments/research papers/ Essays/ labreports/ Annotated bibliographies/ spring classes:
My response team is 24/7
I take cashapp/venmo and Paypal. 

We will conquer https://t.co/ks6hOKrwmd",Positive,0.5449
42910,87862,Central Texas,2020-04-12,Food pantries across Central Texas have seen dramatic increases of people needing food as unemployment numbers have risen due to the coronavirus. Now they're struggling to meet the demand. https://t.co/JaH1MGiZex,Extremely Negative,-0.7351
42921,87873,"Tampa, Florida",2020-04-12,Who knew people rather starve than have a dirty a hole   Zombie apocalyptic films NEVER showed panic buying looting of Take note Hollywood      ,Extremely Negative,-0.8175
42926,87878,"Portland, Oregon",2020-04-12,is here my friends In a month my grocery prices have risen 25 Just another little thing that doesn t hurt a billionaire but can truly hurt everyone else,Negative,-0.2263
42928,87880,"Texas, USA",2020-04-12,In a lawsuit filed by a nonprofit group Washington League for Increased Transparency and Ethics WASHLITE Fox News has been accused of violating Washington State s Consumer Protection Act,Extremely Negative,-0.6705
42932,87884,California,2020-04-12,@andylassner @seanhannity @FoxNews Found it @FoxNews  has been accused of violating Washington StateÃÂs Consumer Protection Act by falsely stating in February &amp; March broadcasts that the novel coronavirus was a hoax https://t.co/RIAmqnPdMp | Can't wai,Extremely Negative,-0.6705
42936,87888,"Dallas, Texas",2020-04-12,Have you run out of #toiletpaper yet?  Got a square to spare?  shoutout to @mariahcarey &amp; @martinemm23 #coronavirus #quarantinelife #happyathome #fy https://t.co/0j1IOSSVZS,Neutral,0.0
